gender,,Time_spend,feel,,felt_left,avoid,affect,amount,pressure,experience,worry,MentalStressLevel,distracted,others,share,Anxious,Follow,interact,impact
Male,,More than 4 hours a day,Depressed or sad,,Never,Often,,,,,,,,,,,,,Rarely
Female,,More than 4 hours a day,Depressed or sad,,Never,Often,,,,,,,,,,,,,Sometimes
Female,,3-4 hours a day,Happy and relaxed,,Sometimes,Often,,,,,,,,,,,,,Rarely
Female,,3-4 hours a day,Anxious or stressed,,Often,Sometimes,,,,,,,,,,,,,Rarely
Male,,1-2 hours a day,Happy and relaxed,,Sometimes,Sometimes,,,,,,,,,,,,,Never
Male,,3-4 hours a day,Neutral,,Often,Often,,,,,,,,,,,,,Often
Female,,Less than 1 hour a day,Anxious or stressed,,Often,Sometimes,,,,,,,,,,,,,Rarely
Female,,Less than 1 hour a day,Happy and relaxed,,Often,Sometimes,,,,,,,,,,,,,Always
Female,,More than 4 hours a day,Depressed or sad,,Often,Never,,,,,,,,,,,,,Rarely
Male,,1-2 hours a day,Depressed or sad,,Sometimes,Sometimes,,,,,,,,,,,,,Rarely
Male,,Less than 1 hour a day,Anxious or stressed,,Sometimes,Sometimes,,,,,,,,,,,,,Sometimes
Female,,3-4 hours a day,Happy and relaxed,,Never,Never,,,,,,,,,,,,,Never
Female,,3-4 hours a day,Anxious or stressed,,Sometimes,Never,,,,,,,,,,,,,Often
Other,,Less than 1 hour a day,Happy and relaxed,,Sometimes,Never,,,,,,,,,,,,,Often
Other,,3-4 hours a day,Happy and relaxed,,Sometimes,Often,,,,,,,,,,,,,Often
Female,,Less than 1 hour a day,Anxious or stressed,,Sometimes,Never,,,,,,,,,,,,,Rarely
Female,,1-2 hours a day,Depressed or sad,,Sometimes,Sometimes,,,,,,,,,,,,,Rarely
Female,,1-2 hours a day,Depressed or sad,,Never,Never,,,,,,,,,,,,,Sometimes
Other,,More than 4 hours a day,Anxious or stressed,,Never,Sometimes,,,,,,,,,,,,,Often
Female,,1-2 hours a day,Happy and relaxed,,Sometimes,Never,,,,,,,,,,,,,Always
Other,,3-4 hours a day,Neutral,,Never,Never,,,,,,,,,,,,,Sometimes
Other,,More than 4 hours a day,Depressed or sad,,Often,Sometimes,,,,,,,,,,,,,Often
Male,,Less than 1 hour a day,Depressed or sad,,Never,Never,,,,,,,,,,,,,Rarely
Male,,More than 4 hours a day,Depressed or sad,,Never,Often,,,,,,,,,,,,,Never
Female,,More than 4 hours a day,Depressed or sad,,Never,Often,,,,,,,,,,,,,Often
Female,,1-2 hours a day,Depressed or sad,,Often,Often,,,,,,,,,,,,,Often
Other,,More than 4 hours a day,Neutral,,Sometimes,Never,,,,,,,,,,,,,Always
Other,,3-4 hours a day,Happy and relaxed,,Often,Sometimes,,,,,,,,,,,,,Sometimes
Male,,Less than 1 hour a day,Depressed or sad,,Never,Never,,,,,,,,,,,,,Never
Female,,More than 4 hours a day,Neutral,,Often,Often,,,,,,,,,,,,,Never
Other,,More than 4 hours a day,Depressed or sad,,Often,Never,,,,,,,,,,,,,Rarely
Female,,3-4 hours a day,Depressed or sad,,Never,Never,,,,,,,,,,,,,Often
Male,,More than 4 hours a day,Depressed or sad,,Sometimes,Sometimes,,,,,,,,,,,,,Often
Female,,1-2 hours a day,Happy and relaxed,,Never,Sometimes,,,,,,,,,,,,,Never
Other,,1-2 hours a day,Depressed or sad,,Sometimes,Often,,,,,,,,,,,,,Always
Female,,3-4 hours a day,Happy and relaxed,,Never,Often,,,,,,,,,,,,,Sometimes
Male,,Less than 1 hour a day,Anxious or stressed,,Often,Sometimes,,,,,,,,,,,,,Always
Male,,More than 4 hours a day,Anxious or stressed,,Sometimes,Often,,,,,,,,,,,,,Always
Other,,More than 4 hours a day,Neutral,,Sometimes,Never,,,,,,,,,,,,,Always
Female,,More than 4 hours a day,Anxious or stressed,,Sometimes,Sometimes,,,,,,,,,,,,,Always
Female,,Less than 1 hour a day,Anxious or stressed,,Never,Never,,,,,,,,,,,,,Sometimes
Other,,1-2 hours a day,Anxious or stressed,,Sometimes,Never,,,,,,,,,,,,,Always
Female,,Less than 1 hour a day,Neutral,,Never,Never,,,,,,,,,,,,,Never
Female,,1-2 hours a day,Depressed or sad,,Sometimes,Sometimes,,,,,,,,,,,,,Often
Other,,Less than 1 hour a day,Depressed or sad,,Never,Sometimes,,,,,,,,,,,,,Often
Male,,More than 4 hours a day,Neutral,,Never,Never,,,,,,,,,,,,,Rarely
Male,,3-4 hours a day,Depressed or sad,,Never,Sometimes,,,,,,,,,,,,,Sometimes
Male,,1-2 hours a day,Neutral,,Sometimes,Never,,,,,,,,,,,,,Never
Other,,More than 4 hours a day,Depressed or sad,,Often,Sometimes,,,,,,,,,,,,,Rarely
Female,,3-4 hours a day,Depressed or sad,,Sometimes,Never,,,,,,,,,,,,,Rarely
Other,,1-2 hours a day,Neutral,,Sometimes,Often,,,,,,,,,,,,,Often
Male,,3-4 hours a day,Neutral,,Often,Often,,,,,,,,,,,,,Rarely
Other,,3-4 hours a day,Happy and relaxed,,Never,Sometimes,,,,,,,,,,,,,Sometimes
Female,,1-2 hours a day,Depressed or sad,,Often,Often,,,,,,,,,,,,,Rarely
Male,,3-4 hours a day,Happy and relaxed,,Never,Often,,,,,,,,,,,,,Always
Other,,3-4 hours a day,Neutral,,Never,Sometimes,,,,,,,,,,,,,Often
Other,,1-2 hours a day,Depressed or sad,,Often,Never,,,,,,,,,,,,,Always
Male,,3-4 hours a day,Happy and relaxed,,Sometimes,Sometimes,,,,,,,,,,,,,Always
Other,,1-2 hours a day,Happy and relaxed,,Never,Never,,,,,,,,,,,,,Often
Male,,Less than 1 hour a day,Happy and relaxed,,Never,Sometimes,,,,,,,,,,,,,Rarely
Male,,3-4 hours a day,Happy and relaxed,,Never,Never,,,,,,,,,,,,,Never
Male,,1-2 hours a day,Anxious or stressed,,Often,Sometimes,,,,,,,,,,,,,Always
Other,,Less than 1 hour a day,Happy and relaxed,,Never,Never,,,,,,,,,,,,,Rarely
Female,,Less than 1 hour a day,Anxious or stressed,,Sometimes,Never,,,,,,,,,,,,,Never
Male,,3-4 hours a day,Happy and relaxed,,Never,Often,,,,,,,,,,,,,Never
Female,,More than 4 hours a day,Depressed or sad,,Never,Sometimes,,,,,,,,,,,,,Never
Female,,1-2 hours a day,Depressed or sad,,Often,Never,,,,,,,,,,,,,Never
Male,,More than 4 hours a day,Happy and relaxed,,Sometimes,Often,,,,,,,,,,,,,Often
Female,,3-4 hours a day,Happy and relaxed,,Never,Often,,,,,,,,,,,,,Rarely
Female,,Less than 1 hour a day,Anxious or stressed,,Sometimes,Often,,,,,,,,,,,,,Sometimes
Female,,1-2 hours a day,Depressed or sad,,Sometimes,Sometimes,,,,,,,,,,,,,Never
Other,,Less than 1 hour a day,Anxious or stressed,,Sometimes,Often,,,,,,,,,,,,,Always
Other,,More than 4 hours a day,Anxious or stressed,,Often,Never,,,,,,,,,,,,,Never
Male,,More than 4 hours a day,Anxious or stressed,,Sometimes,Never,,,,,,,,,,,,,Rarely
Female,,Less than 1 hour a day,Depressed or sad,,Sometimes,Never,,,,,,,,,,,,,Often
Female,,3-4 hours a day,Depressed or sad,,Often,Often,,,,,,,,,,,,,Often
Male,,3-4 hours a day,Anxious or stressed,,Often,Often,,,,,,,,,,,,,Always
Female,,3-4 hours a day,Happy and relaxed,,Often,Sometimes,,,,,,,,,,,,,Never
Other,,3-4 hours a day,Depressed or sad,,Often,Never,,,,,,,,,,,,,Never
Male,,1-2 hours a day,Neutral,,Often,Often,,,,,,,,,,,,,Often
Female,,3-4 hours a day,Depressed or sad,,Never,Often,,,,,,,,,,,,,Always
Female,,Less than 1 hour a day,Happy and relaxed,,Never,Never,,,,,,,,,,,,,Rarely
Male,,1-2 hours a day,Neutral,,Never,Never,,,,,,,,,,,,,Sometimes
Other,,More than 4 hours a day,Neutral,,Never,Never,,,,,,,,,,,,,Always
Female,,3-4 hours a day,Neutral,,Never,Never,,,,,,,,,,,,,Always
Other,,3-4 hours a day,Anxious or stressed,,Sometimes,Sometimes,,,,,,,,,,,,,Sometimes
Male,,1-2 hours a day,Happy and relaxed,,Often,Often,,,,,,,,,,,,,Never
Other,,1-2 hours a day,Depressed or sad,,Sometimes,Often,,,,,,,,,,,,,Often
Female,,Less than 1 hour a day,Neutral,,Often,Sometimes,,,,,,,,,,,,,Rarely
Other,,Less than 1 hour a day,Anxious or stressed,,Never,Often,,,,,,,,,,,,,Always
Male,,Less than 1 hour a day,Happy and relaxed,,Sometimes,Often,,,,,,,,,,,,,Often
Male,,1-2 hours a day,Anxious or stressed,,Often,Never,,,,,,,,,,,,,Rarely
Female,,3-4 hours a day,Anxious or stressed,,Sometimes,Often,,,,,,,,,,,,,Rarely
Other,,Less than 1 hour a day,Happy and relaxed,,Never,Often,,,,,,,,,,,,,Rarely
Female,,3-4 hours a day,Depressed or sad,,Often,Sometimes,,,,,,,,,,,,,Sometimes
Male,,3-4 hours a day,Anxious or stressed,,Never,Sometimes,,,,,,,,,,,,,Never
Other,,More than 4 hours a day,Depressed or sad,,Never,Never,,,,,,,,,,,,,Always
Other,,1-2 hours a day,Depressed or sad,,Sometimes,Never,,,,,,,,,,,,,Often
Other,,Less than 1 hour a day,Anxious or stressed,,Never,Often,,,,,,,,,,,,,Never
Female,,3-4 hours a day,Neutral,,Sometimes,Never,,,,,,,,,,,,,Often
Male,,Less than 1 hour a day,Depressed or sad,,Often,Often,,,,,,,,,,,,,Sometimes
Other,,1-2 hours a day,Neutral,,Never,Sometimes,,,,,,,,,,,,,Sometimes
Male,,3-4 hours a day,Happy and relaxed,,Sometimes,Never,,,,,,,,,,,,,Often
Female,,3-4 hours a day,Depressed or sad,,Often,Never,,,,,,,,,,,,,Often
Other,,3-4 hours a day,Depressed or sad,,Never,Often,,,,,,,,,,,,,Sometimes
Female,,1-2 hours a day,Depressed or sad,,Often,Often,,,,,,,,,,,,,Often
Female,,More than 4 hours a day,Neutral,,Sometimes,Sometimes,,,,,,,,,,,,,Rarely
Female,,More than 4 hours a day,Anxious or stressed,,Never,Never,,,,,,,,,,,,,Never
Female,,Less than 1 hour a day,Neutral,,Sometimes,Sometimes,,,,,,,,,,,,,Rarely
Female,,More than 4 hours a day,Neutral,,Sometimes,Often,,,,,,,,,,,,,Often
Female,,1-2 hours a day,Depressed or sad,,Sometimes,Often,,,,,,,,,,,,,Sometimes
Other,,1-2 hours a day,Anxious or stressed,,Sometimes,Often,,,,,,,,,,,,,Always
Male,,3-4 hours a day,Anxious or stressed,,Never,Sometimes,,,,,,,,,,,,,Sometimes
Other,,3-4 hours a day,Anxious or stressed,,Never,Never,,,,,,,,,,,,,Always
Other,,More than 4 hours a day,Neutral,,Never,Often,,,,,,,,,,,,,Sometimes
Other,,1-2 hours a day,Neutral,,Often,Never,,,,,,,,,,,,,Always
Other,,Less than 1 hour a day,Happy and relaxed,,Sometimes,Sometimes,,,,,,,,,,,,,Rarely
Male,,3-4 hours a day,Anxious or stressed,,Often,Often,,,,,,,,,,,,,Never
Other,,More than 4 hours a day,Anxious or stressed,,Sometimes,Sometimes,,,,,,,,,,,,,Often
Female,,1-2 hours a day,Happy and relaxed,,Often,Often,,,,,,,,,,,,,Always
Female,,1-2 hours a day,Neutral,,Sometimes,Often,,,,,,,,,,,,,Often
Other,,3-4 hours a day,Happy and relaxed,,Often,Never,,,,,,,,,,,,,Never
Other,,More than 4 hours a day,Happy and relaxed,,Sometimes,Sometimes,,,,,,,,,,,,,Never
Male,,Less than 1 hour a day,Depressed or sad,,Never,Sometimes,,,,,,,,,,,,,Never
Other,,1-2 hours a day,Happy and relaxed,,Never,Often,,,,,,,,,,,,,Often
Male,,Less than 1 hour a day,Neutral,,Sometimes,Sometimes,,,,,,,,,,,,,Sometimes
Other,,3-4 hours a day,Happy and relaxed,,Often,Sometimes,,,,,,,,,,,,,Never
Female,,More than 4 hours a day,Neutral,,Never,Often,,,,,,,,,,,,,Always
Female,,3-4 hours a day,Happy and relaxed,,Often,Never,,,,,,,,,,,,,Sometimes
Other,,3-4 hours a day,Neutral,,Sometimes,Often,,,,,,,,,,,,,Often
Other,,Less than 1 hour a day,Anxious or stressed,,Often,Often,,,,,,,,,,,,,Always
Male,,3-4 hours a day,Anxious or stressed,,Sometimes,Sometimes,,,,,,,,,,,,,Rarely
Female,,3-4 hours a day,Happy and relaxed,,Never,Often,,,,,,,,,,,,,Always
Other,,3-4 hours a day,Depressed or sad,,Sometimes,Sometimes,,,,,,,,,,,,,Rarely
Other,,3-4 hours a day,Anxious or stressed,,Often,Sometimes,,,,,,,,,,,,,Never
Other,,Less than 1 hour a day,Happy and relaxed,,Sometimes,Sometimes,,,,,,,,,,,,,Rarely
Male,,1-2 hours a day,Neutral,,Sometimes,Sometimes,,,,,,,,,,,,,Sometimes
Male,,1-2 hours a day,Anxious or stressed,,Often,Often,,,,,,,,,,,,,Never
Male,,More than 4 hours a day,Neutral,,Often,Sometimes,,,,,,,,,,,,,Rarely
Female,,3-4 hours a day,Anxious or stressed,,Never,Often,,,,,,,,,,,,,Never
Female,,3-4 hours a day,Anxious or stressed,,Often,Often,,,,,,,,,,,,,Always
Female,,3-4 hours a day,Happy and relaxed,,Sometimes,Never,,,,,,,,,,,,,Sometimes
Female,,3-4 hours a day,Anxious or stressed,,Never,Never,,,,,,,,,,,,,Never
Female,,1-2 hours a day,Depressed or sad,,Sometimes,Never,,,,,,,,,,,,,Rarely
Female,,3-4 hours a day,Depressed or sad,,Never,Sometimes,,,,,,,,,,,,,Rarely
Male,,1-2 hours a day,Neutral,,Sometimes,Sometimes,,,,,,,,,,,,,Sometimes
Female,,1-2 hours a day,Neutral,,Never,Sometimes,,,,,,,,,,,,,Often
Other,,More than 4 hours a day,Anxious or stressed,,Never,Never,,,,,,,,,,,,,Always
Other,,Less than 1 hour a day,Happy and relaxed,,Often,Often,,,,,,,,,,,,,Never
Female,,1-2 hours a day,Neutral,,Often,Never,,,,,,,,,,,,,Always
Female,,Less than 1 hour a day,Depressed or sad,,Sometimes,Often,,,,,,,,,,,,,Often
Other,,3-4 hours a day,Happy and relaxed,,Often,Sometimes,,,,,,,,,,,,,Rarely
Female,,3-4 hours a day,Anxious or stressed,,Sometimes,Never,,,,,,,,,,,,,Never
Male,,More than 4 hours a day,Neutral,,Often,Often,,,,,,,,,,,,,Rarely
Female,,Less than 1 hour a day,Depressed or sad,,Often,Often,,,,,,,,,,,,,Often
Other,,1-2 hours a day,Neutral,,Sometimes,Sometimes,,,,,,,,,,,,,Never
Male,,More than 4 hours a day,Happy and relaxed,,Often,Sometimes,,,,,,,,,,,,,Always
Male,,3-4 hours a day,Neutral,,Sometimes,Sometimes,,,,,,,,,,,,,Always
Female,,3-4 hours a day,Anxious or stressed,,Sometimes,Never,,,,,,,,,,,,,Never
Other,,1-2 hours a day,Anxious or stressed,,Sometimes,Often,,,,,,,,,,,,,Often
Female,,3-4 hours a day,Happy and relaxed,,Never,Sometimes,,,,,,,,,,,,,Often
Female,,Less than 1 hour a day,Neutral,,Sometimes,Often,,,,,,,,,,,,,Sometimes
Male,,3-4 hours a day,Depressed or sad,,Often,Often,,,,,,,,,,,,,Always
Female,,1-2 hours a day,Happy and relaxed,,Sometimes,Sometimes,,,,,,,,,,,,,Rarely
Male,,3-4 hours a day,Happy and relaxed,,Often,Sometimes,,,,,,,,,,,,,Never
Other,,1-2 hours a day,Happy and relaxed,,Often,Often,,,,,,,,,,,,,Never
Other,,3-4 hours a day,Happy and relaxed,,Sometimes,Never,,,,,,,,,,,,,Sometimes
Male,,1-2 hours a day,Anxious or stressed,,Sometimes,Often,,,,,,,,,,,,,Often
Other,,Less than 1 hour a day,Depressed or sad,,Never,Never,,,,,,,,,,,,,Never
Other,,More than 4 hours a day,Depressed or sad,,Often,Never,,,,,,,,,,,,,Sometimes
Other,,More than 4 hours a day,Depressed or sad,,Never,Never,,,,,,,,,,,,,Often
Other,,1-2 hours a day,Depressed or sad,,Sometimes,Often,,,,,,,,,,,,,Often
Female,,More than 4 hours a day,Depressed or sad,,Often,Never,,,,,,,,,,,,,Always
Male,,Less than 1 hour a day,Depressed or sad,,Never,Often,,,,,,,,,,,,,Sometimes
Female,,Less than 1 hour a day,Happy and relaxed,,Sometimes,Sometimes,,,,,,,,,,,,,Rarely
Other,,3-4 hours a day,Neutral,,Never,Often,,,,,,,,,,,,,Often
Female,,Less than 1 hour a day,Anxious or stressed,,Often,Often,,,,,,,,,,,,,Never
Male,,Less than 1 hour a day,Depressed or sad,,Never,Never,,,,,,,,,,,,,Often
Other,,More than 4 hours a day,Happy and relaxed,,Never,Never,,,,,,,,,,,,,Always
Male,,Less than 1 hour a day,Happy and relaxed,,Sometimes,Often,,,,,,,,,,,,,Often
Other,,1-2 hours a day,Depressed or sad,,Often,Sometimes,,,,,,,,,,,,,Always
Male,,3-4 hours a day,Neutral,,Sometimes,Never,,,,,,,,,,,,,Always
Male,,3-4 hours a day,Neutral,,Sometimes,Sometimes,,,,,,,,,,,,,Sometimes
Female,,3-4 hours a day,Neutral,,Never,Never,,,,,,,,,,,,,Often
Other,,3-4 hours a day,Anxious or stressed,,Never,Never,,,,,,,,,,,,,Sometimes
Female,,Less than 1 hour a day,Neutral,,Never,Often,,,,,,,,,,,,,Rarely
Female,,1-2 hours a day,Neutral,,Never,Often,,,,,,,,,,,,,Often
Male,,1-2 hours a day,Happy and relaxed,,Never,Often,,,,,,,,,,,,,Always
Female,,More than 4 hours a day,Anxious or stressed,,Never,Never,,,,,,,,,,,,,Never
Female,,3-4 hours a day,Anxious or stressed,,Never,Often,,,,,,,,,,,,,Never
Female,,Less than 1 hour a day,Happy and relaxed,,Never,Often,,,,,,,,,,,,,Always
Other,,3-4 hours a day,Neutral,,Sometimes,Often,,,,,,,,,,,,,Sometimes
Male,,1-2 hours a day,Anxious or stressed,,Often,Often,,,,,,,,,,,,,Sometimes
Other,,1-2 hours a day,Happy and relaxed,,Never,Often,,,,,,,,,,,,,Sometimes
Male,,1-2 hours a day,Anxious or stressed,,Never,Often,,,,,,,,,,,,,Sometimes
Other,,1-2 hours a day,Happy and relaxed,,Sometimes,Never,,,,,,,,,,,,,Sometimes
Other,,Less than 1 hour a day,Anxious or stressed,,Sometimes,Often,,,,,,,,,,,,,Rarely
Female,,More than 4 hours a day,Happy and relaxed,,Never,Often,,,,,,,,,,,,,Sometimes
Other,,1-2 hours a day,Anxious or stressed,,Often,Often,,,,,,,,,,,,,Never
Male,,1-2 hours a day,Depressed or sad,,Often,Sometimes,,,,,,,,,,,,,Often
Male,,More than 4 hours a day,Depressed or sad,,Sometimes,Never,,,,,,,,,,,,,Rarely
Male,,Less than 1 hour a day,Neutral,,Sometimes,Sometimes,,,,,,,,,,,,,Often
Male,,More than 4 hours a day,Neutral,,Never,Often,,,,,,,,,,,,,Always
Male,,More than 4 hours a day,Anxious or stressed,,Often,Never,,,,,,,,,,,,,Sometimes
Other,,3-4 hours a day,Happy and relaxed,,Often,Sometimes,,,,,,,,,,,,,Never
Other,,3-4 hours a day,Happy and relaxed,,Sometimes,Sometimes,,,,,,,,,,,,,Always
Female,,Less than 1 hour a day,Depressed or sad,,Never,Sometimes,,,,,,,,,,,,,Sometimes
Male,,1-2 hours a day,Depressed or sad,,Often,Sometimes,,,,,,,,,,,,,Never
Other,,Less than 1 hour a day,Happy and relaxed,,Often,Sometimes,,,,,,,,,,,,,Often
Female,,Less than 1 hour a day,Depressed or sad,,Sometimes,Often,,,,,,,,,,,,,Never
Female,,1-2 hours a day,Neutral,,Sometimes,Often,,,,,,,,,,,,,Always
Male,,Less than 1 hour a day,Depressed or sad,,Never,Often,,,,,,,,,,,,,Never
Other,,Less than 1 hour a day,Neutral,,Often,Often,,,,,,,,,,,,,Sometimes
Male,,1-2 hours a day,Depressed or sad,,Often,Sometimes,,,,,,,,,,,,,Sometimes
Male,,Less than 1 hour a day,Neutral,,Sometimes,Sometimes,,,,,,,,,,,,,Never
Other,,1-2 hours a day,Depressed or sad,,Often,Never,,,,,,,,,,,,,Always
Male,,1-2 hours a day,Happy and relaxed,,Sometimes,Sometimes,,,,,,,,,,,,,Never
Other,,1-2 hours a day,Happy and relaxed,,Often,Sometimes,,,,,,,,,,,,,Never
Male,,More than 4 hours a day,Depressed or sad,,Often,Never,,,,,,,,,,,,,Often
Female,,Less than 1 hour a day,Anxious or stressed,,Never,Often,,,,,,,,,,,,,Sometimes
Male,,Less than 1 hour a day,Neutral,,Sometimes,Sometimes,,,,,,,,,,,,,Sometimes
Male,,3-4 hours a day,Anxious or stressed,,Sometimes,Sometimes,,,,,,,,,,,,,Never
Other,,3-4 hours a day,Neutral,,Sometimes,Sometimes,,,,,,,,,,,,,Always
Other,,More than 4 hours a day,Depressed or sad,,Sometimes,Never,,,,,,,,,,,,,Always
Male,,1-2 hours a day,Neutral,,Never,Often,,,,,,,,,,,,,Rarely
Female,,Less than 1 hour a day,Happy and relaxed,,Never,Often,,,,,,,,,,,,,Never
Male,,More than 4 hours a day,Neutral,,Often,Often,,,,,,,,,,,,,Sometimes
Other,,1-2 hours a day,Depressed or sad,,Often,Sometimes,,,,,,,,,,,,,Always
Female,,Less than 1 hour a day,Neutral,,Sometimes,Never,,,,,,,,,,,,,Rarely
Male,,More than 4 hours a day,Happy and relaxed,,Sometimes,Sometimes,,,,,,,,,,,,,Never
Male,,More than 4 hours a day,Neutral,,Sometimes,Often,,,,,,,,,,,,,Never
Other,,More than 4 hours a day,Depressed or sad,,Never,Sometimes,,,,,,,,,,,,,Sometimes
Male,,More than 4 hours a day,Happy and relaxed,,Often,Often,,,,,,,,,,,,,Sometimes
Male,,More than 4 hours a day,Depressed or sad,,Sometimes,Never,,,,,,,,,,,,,Always
Female,,More than 4 hours a day,Anxious or stressed,,Often,Often,,,,,,,,,,,,,Rarely
Male,,Less than 1 hour a day,Depressed or sad,,Sometimes,Often,,,,,,,,,,,,,Often
Male,,3-4 hours a day,Depressed or sad,,Sometimes,Never,,,,,,,,,,,,,Often
Female,,3-4 hours a day,Anxious or stressed,,Often,Often,,,,,,,,,,,,,Often
Male,,Less than 1 hour a day,Anxious or stressed,,Often,Never,,,,,,,,,,,,,Rarely
Other,,3-4 hours a day,Depressed or sad,,Sometimes,Never,,,,,,,,,,,,,Always
Male,,More than 4 hours a day,Anxious or stressed,,Often,Often,,,,,,,,,,,,,Rarely
Female,,Less than 1 hour a day,Depressed or sad,,Often,Often,,,,,,,,,,,,,Sometimes
Other,,More than 4 hours a day,Happy and relaxed,,Never,Never,,,,,,,,,,,,,Never
Other,,More than 4 hours a day,Neutral,,Sometimes,Never,,,,,,,,,,,,,Always
Female,,More than 4 hours a day,Depressed or sad,,Sometimes,Often,,,,,,,,,,,,,Often
Male,,3-4 hours a day,Anxious or stressed,,Sometimes,Never,,,,,,,,,,,,,Always
Female,,3-4 hours a day,Anxious or stressed,,Sometimes,Never,,,,,,,,,,,,,Sometimes
Male,,More than 4 hours a day,Happy and relaxed,,Never,Never,,,,,,,,,,,,,Never
Male,,More than 4 hours a day,Neutral,,Often,Never,,,,,,,,,,,,,Often
Male,,Less than 1 hour a day,Depressed or sad,,Sometimes,Sometimes,,,,,,,,,,,,,Sometimes
Female,,1-2 hours a day,Anxious or stressed,,Often,Sometimes,,,,,,,,,,,,,Rarely
Male,,More than 4 hours a day,Anxious or stressed,,Never,Often,,,,,,,,,,,,,Always
Other,,More than 4 hours a day,Happy and relaxed,,Never,Never,,,,,,,,,,,,,Sometimes
Male,,More than 4 hours a day,Depressed or sad,,Never,Often,,,,,,,,,,,,,Often
Female,,1-2 hours a day,Depressed or sad,,Sometimes,Sometimes,,,,,,,,,,,,,Rarely
Male,,More than 4 hours a day,Anxious or stressed,,Never,Never,,,,,,,,,,,,,Often
Other,,Less than 1 hour a day,Anxious or stressed,,Often,Often,,,,,,,,,,,,,Never
Other,,More than 4 hours a day,Happy and relaxed,,Sometimes,Never,,,,,,,,,,,,,Sometimes
Female,,Less than 1 hour a day,Happy and relaxed,,Sometimes,Sometimes,,,,,,,,,,,,,Never
Male,,1-2 hours a day,Anxious or stressed,,Never,Often,,,,,,,,,,,,,Always
Male,,1-2 hours a day,Depressed or sad,,Often,Never,,,,,,,,,,,,,Never
Other,,Less than 1 hour a day,Depressed or sad,,Never,Never,,,,,,,,,,,,,Often
Other,,1-2 hours a day,Anxious or stressed,,Sometimes,Never,,,,,,,,,,,,,Always
Other,,Less than 1 hour a day,Happy and relaxed,,Never,Sometimes,,,,,,,,,,,,,Always
Female,,1-2 hours a day,Depressed or sad,,Sometimes,Sometimes,,,,,,,,,,,,,Rarely
Male,,More than 4 hours a day,Anxious or stressed,,Often,Sometimes,,,,,,,,,,,,,Sometimes
Other,,Less than 1 hour a day,Happy and relaxed,,Often,Sometimes,,,,,,,,,,,,,Never
Male,,1-2 hours a day,Anxious or stressed,,Never,Never,,,,,,,,,,,,,Sometimes
Male,,Less than 1 hour a day,Depressed or sad,,Never,Often,,,,,,,,,,,,,Never
Female,,1-2 hours a day,Neutral,,Often,Often,,,,,,,,,,,,,Always
Male,,1-2 hours a day,Neutral,,Sometimes,Often,,,,,,,,,,,,,Never
Female,,Less than 1 hour a day,Depressed or sad,,Never,Often,,,,,,,,,,,,,Often
Other,,Less than 1 hour a day,Depressed or sad,,Sometimes,Often,,,,,,,,,,,,,Rarely
Male,,1-2 hours a day,Depressed or sad,,Never,Never,,,,,,,,,,,,,Never
Other,,3-4 hours a day,Anxious or stressed,,Sometimes,Often,,,,,,,,,,,,,Rarely
Other,,Less than 1 hour a day,Anxious or stressed,,Never,Sometimes,,,,,,,,,,,,,Rarely
Male,,3-4 hours a day,Neutral,,Never,Sometimes,,,,,,,,,,,,,Often
Other,,More than 4 hours a day,Happy and relaxed,,Never,Never,,,,,,,,,,,,,Often
Other,,3-4 hours a day,Anxious or stressed,,Sometimes,Never,,,,,,,,,,,,,Often
Male,,More than 4 hours a day,Neutral,,Often,Never,,,,,,,,,,,,,Often
Female,,1-2 hours a day,Happy and relaxed,,Sometimes,Often,,,,,,,,,,,,,Sometimes
Female,,Less than 1 hour a day,Depressed or sad,,Often,Often,,,,,,,,,,,,,Rarely
Male,,1-2 hours a day,Depressed or sad,,Never,Sometimes,,,,,,,,,,,,,Rarely
Female,,More than 4 hours a day,Happy and relaxed,,Sometimes,Often,,,,,,,,,,,,,Often
Female,,Less than 1 hour a day,Depressed or sad,,Never,Often,,,,,,,,,,,,,Always
Female,,1-2 hours a day,Depressed or sad,,Often,Sometimes,,,,,,,,,,,,,Always
Male,,Less than 1 hour a day,Anxious or stressed,,Often,Sometimes,,,,,,,,,,,,,Never
Female,,1-2 hours a day,Depressed or sad,,Never,Often,,,,,,,,,,,,,Sometimes
Female,,More than 4 hours a day,Neutral,,Sometimes,Often,,,,,,,,,,,,,Often
Other,,1-2 hours a day,Anxious or stressed,,Never,Sometimes,,,,,,,,,,,,,Always
Male,,More than 4 hours a day,Depressed or sad,,Never,Often,,,,,,,,,,,,,Sometimes
Male,,3-4 hours a day,Anxious or stressed,,Sometimes,Sometimes,,,,,,,,,,,,,Never
Male,,3-4 hours a day,Happy and relaxed,,Never,Sometimes,,,,,,,,,,,,,Always
Male,,3-4 hours a day,Depressed or sad,,Never,Often,,,,,,,,,,,,,Rarely
Male,,3-4 hours a day,Depressed or sad,,Never,Sometimes,,,,,,,,,,,,,Never
Other,,1-2 hours a day,Depressed or sad,,Sometimes,Sometimes,,,,,,,,,,,,,Always
Female,,Less than 1 hour a day,Anxious or stressed,,Never,Sometimes,,,,,,,,,,,,,Always
Female,,1-2 hours a day,Neutral,,Never,Sometimes,,,,,,,,,,,,,Never
Other,,1-2 hours a day,Happy and relaxed,,Often,Sometimes,,,,,,,,,,,,,Never
